room_type,accommodates,neighbourhood_cleansed,bedrooms,beds,price
Entire home/apt,5.0,Copacabana,2.0,5.0,800.0
Entire home/apt,5.0,Ipanema,2.0,2.0,3320.0
Entire home/apt,9.0,Jacarepaguá,3.0,5.0,363.0
Entire home/apt,6.0,Barra da Tijuca,2.0,2.0,1022.0
Entire home/apt,4.0,Copacabana,1.0,2.0,611.0
Entire home/apt,6.0,Barra da Tijuca,3.0,3.0,1200.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,396.0
Entire home/apt,5.0,Lagoa,3.0,4.0,1618.0
Entire home/apt,5.0,Leblon,1.0,1.0,281.0
Private room,4.0,Copacabana,1.0,2.0,129.0
Entire home/apt,6.0,Vidigal,1.0,2.0,503.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,1423.0
Entire home/apt,2.0,Copacabana,1.0,1.0,400.0
Entire home/apt,4.0,Copacabana,1.0,2.0,634.0
Entire home/apt,4.0,Copacabana,2.0,2.0,650.0
Entire home/apt,2.0,Ipanema,1.0,1.0,764.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,400.0
Entire home/apt,4.0,Leme,2.0,3.0,350.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,200.0
Entire home/apt,4.0,Copacabana,1.0,1.0,422.0
Entire home/apt,8.0,Barra da Tijuca,2.0,3.0,1800.0
Entire home/apt,4.0,Copacabana,1.0,2.0,871.0
Entire home/apt,6.0,Copacabana,2.0,2.0,1500.0
Entire home/apt,2.0,Leblon,1.0,2.0,650.0
Private room,2.0,Ipanema,1.0,1.0,189.0
Entire home/apt,4.0,Alto da Boa Vista,2.0,2.0,993.0
Entire home/apt,4.0,Flamengo,1.0,2.0,686.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,231.0
Entire home/apt,2.0,Copacabana,1.0,1.0,250.0
Entire home/apt,3.0,Ipanema,1.0,1.0,454.0
Entire home/apt,3.0,Freguesia (Jacarepaguá),2.0,3.0,250.0
Entire home/apt,4.0,Copacabana,2.0,6.0,613.0
Entire home/apt,2.0,Copacabana,1.0,1.0,300.0
Entire home/apt,6.0,Ipanema,1.0,3.0,1213.0
Private room,3.0,Flamengo,1.0,2.0,185.0
Entire home/apt,4.0,Copacabana,2.0,3.0,369.0
Entire home/apt,5.0,Copacabana,2.0,3.0,200.0
Entire home/apt,2.0,Leme,1.0,1.0,280.0
Entire home/apt,2.0,Copacabana,1.0,1.0,125.0
Entire home/apt,8.0,Cosme Velho,3.0,5.0,914.0
Entire home/apt,5.0,Cidade de Deus,2.0,3.0,147.0
Entire home/apt,6.0,Jacarepaguá,3.0,5.0,710.0
Entire home/apt,4.0,Copacabana,1.0,4.0,371.0
Entire home/apt,3.0,Centro,1.0,2.0,73.0
Entire home/apt,4.0,Copacabana,2.0,2.0,578.0
Entire home/apt,4.0,Botafogo,2.0,2.0,914.0
Private room,2.0,Vila Isabel,1.0,1.0,140.0
Entire home/apt,4.0,Botafogo,2.0,2.0,560.0
Private room,4.0,Flamengo,1.0,2.0,194.0
Entire home/apt,4.0,Leblon,1.0,2.0,291.0
Entire home/apt,4.0,Jardim Botânico,2.0,2.0,786.0
Shared room,7.0,Copacabana,1.0,2.0,146.0
Private room,2.0,Leme,1.0,2.0,150.0
Private room,2.0,Catete,1.0,1.0,60.0
Private room,1.0,Santa Teresa,1.0,1.0,100.0
Private room,3.0,Vila Isabel,1.0,2.0,60.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,957.0
Entire home/apt,2.0,Leblon,1.0,1.0,1000.0
Entire home/apt,8.0,Recreio dos Bandeirantes,5.0,4.0,1500.0
Entire home/apt,5.0,Leblon,2.0,5.0,524.0
Entire home/apt,5.0,Barra da Tijuca,2.0,2.0,407.0
Entire home/apt,4.0,Copacabana,1.0,1.0,321.0
Entire home/apt,4.0,Copacabana,1.0,2.0,634.0
Entire home/apt,6.0,Barra da Tijuca,3.0,4.0,500.0
Entire home/apt,6.0,Copacabana,3.0,3.0,280.0
Entire home/apt,4.0,Copacabana,1.0,2.0,353.0
Entire home/apt,3.0,Laranjeiras,2.0,2.0,400.0
Entire home/apt,4.0,Copacabana,1.0,2.0,493.0
Entire home/apt,4.0,Copacabana,2.0,2.0,1193.0
Entire home/apt,2.0,Copacabana,1.0,1.0,675.0
Entire home/apt,2.0,Copacabana,1.0,1.0,409.0
Entire home/apt,8.0,Copacabana,3.0,3.0,1114.0
Entire home/apt,9.0,Leblon,3.0,3.0,1714.0
Private room,2.0,Copacabana,1.0,1.0,120.0
Entire home/apt,8.0,Ipanema,3.0,5.0,1251.0
Entire home/apt,2.0,Ipanema,1.0,1.0,375.0
Entire home/apt,4.0,Copacabana,1.0,2.0,642.0
Entire home/apt,5.0,Copacabana,3.0,5.0,381.0
Entire home/apt,6.0,Recreio dos Bandeirantes,2.0,2.0,200.0
Private room,3.0,Copacabana,1.0,2.0,851.0
Entire home/apt,4.0,Santa Teresa,1.0,1.0,190.0
Entire home/apt,6.0,Alto da Boa Vista,2.0,3.0,230.0
Private room,2.0,Glória,1.0,1.0,227.0
Entire home/apt,2.0,Barra da Tijuca,1.0,2.0,729.0
Entire home/apt,3.0,Copacabana,1.0,2.0,541.0
Entire home/apt,6.0,Copacabana,2.0,2.0,900.0
Entire home/apt,6.0,Copacabana,3.0,3.0,450.0
Entire home/apt,4.0,Vidigal,1.0,2.0,1070.0
Entire home/apt,3.0,Ipanema,2.0,2.0,793.0
Entire home/apt,10.0,Leblon,3.0,3.0,1343.0
Private room,3.0,Vila da Penha,1.0,2.0,130.0
Entire home/apt,4.0,Leblon,2.0,4.0,600.0
Entire home/apt,4.0,Leblon,1.0,1.0,553.0
Entire home/apt,8.0,Copacabana,3.0,6.0,771.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,300.0
Entire home/apt,2.0,Barra da Tijuca,1.0,2.0,510.0
Private room,2.0,Barra da Tijuca,1.0,1.0,226.0
Entire home/apt,5.0,Barra da Tijuca,2.0,2.0,180.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,74.0
Entire home/apt,4.0,Copacabana,1.0,1.0,332.0
Entire home/apt,6.0,Leblon,2.0,4.0,940.0
Entire home/apt,2.0,São Conrado,1.0,1.0,250.0
Entire home/apt,3.0,Botafogo,1.0,1.0,474.0
Entire home/apt,8.0,Copacabana,3.0,7.0,854.0
Entire home/apt,2.0,Copacabana,1.0,4.0,157.0
Entire home/apt,7.0,Barra da Tijuca,2.0,5.0,2286.0
Entire home/apt,6.0,Copacabana,3.0,5.0,714.0
Entire home/apt,3.0,Flamengo,1.0,2.0,344.0
Private room,2.0,Glória,1.0,2.0,190.0
Private room,1.0,Copacabana,1.0,1.0,150.0
Private room,3.0,Barra da Tijuca,1.0,2.0,347.0
Private room,1.0,Leblon,3.0,2.0,247.0
Entire home/apt,6.0,Copacabana,2.0,4.0,547.0
Entire home/apt,4.0,Leblon,2.0,3.0,698.0
Entire home/apt,5.0,Copacabana,1.0,3.0,563.0
Entire home/apt,4.0,Botafogo,1.0,2.0,720.0
Entire home/apt,4.0,Paquetá,2.0,3.0,250.0
Entire home/apt,5.0,Leblon,2.0,3.0,1750.0
Private room,3.0,Botafogo,2.0,2.0,600.0
Entire home/apt,4.0,Leblon,1.0,2.0,1727.0
Entire home/apt,5.0,Copacabana,1.0,2.0,671.0
Entire home/apt,6.0,Jacarepaguá,3.0,3.0,2270.0
Entire home/apt,5.0,Copacabana,1.0,2.0,641.0
Entire home/apt,3.0,Recreio dos Bandeirantes,1.0,1.0,280.0
Private room,3.0,Ipanema,1.0,1.0,111.0
Entire home/apt,5.0,Copacabana,1.0,4.0,510.0
Entire home/apt,3.0,Copacabana,1.0,2.0,246.0
Entire home/apt,5.0,Copacabana,2.0,3.0,256.0
Entire home/apt,6.0,Flamengo,3.0,4.0,537.0
Entire home/apt,4.0,Copacabana,2.0,2.0,847.0
Private room,4.0,Centro,1.0,1.0,300.0
Entire home/apt,4.0,Barra da Tijuca,3.0,3.0,1257.0
Entire home/apt,4.0,Copacabana,2.0,3.0,1500.0
Private room,1.0,Jardim Botânico,1.0,1.0,61.0
Entire home/apt,2.0,Leme,1.0,1.0,851.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,443.0
Private room,2.0,Copacabana,1.0,1.0,1900.0
Entire home/apt,3.0,Copacabana,1.0,1.0,371.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,456.0
Entire home/apt,3.0,Leme,2.0,2.0,397.0
Entire home/apt,4.0,Copacabana,1.0,2.0,380.0
Entire home/apt,4.0,Copacabana,1.0,2.0,775.0
Entire home/apt,5.0,Leblon,2.0,3.0,960.0
Entire home/apt,2.0,Ipanema,1.0,1.0,326.0
Entire home/apt,7.0,Copacabana,2.0,4.0,483.0
Entire home/apt,4.0,Copacabana,2.0,2.0,1082.0
Entire home/apt,4.0,Camorim,2.0,2.0,471.0
Private room,2.0,Copacabana,1.0,4.0,350.0
Entire home/apt,10.0,Copacabana,3.0,6.0,1383.0
Private room,2.0,Glória,1.0,1.0,500.0
Entire home/apt,5.0,Copacabana,3.0,6.0,409.0
Entire home/apt,4.0,Copacabana,2.0,2.0,671.0
Entire home/apt,3.0,Copacabana,1.0,3.0,150.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,407.0
Entire home/apt,6.0,Ipanema,2.0,2.0,1166.0
Entire home/apt,3.0,Taquara,1.0,2.0,200.0
Entire home/apt,4.0,Botafogo,2.0,2.0,429.0
Entire home/apt,4.0,Copacabana,1.0,1.0,400.0
Entire home/apt,5.0,Copacabana,2.0,5.0,360.0
Entire home/apt,8.0,Botafogo,1.0,6.0,471.0
Entire home/apt,4.0,Copacabana,2.0,3.0,2800.0
Entire home/apt,4.0,Ipanema,1.0,1.0,579.0
Private room,2.0,Copacabana,1.0,1.0,333.0
Hotel room,2.0,Copacabana,1.0,1.0,365.0
Private room,2.0,Portuguesa,1.0,1.0,309.0
Private room,2.0,Ipanema,1.0,1.0,758.0
Entire home/apt,4.0,Ipanema,2.0,4.0,500.0
Entire home/apt,6.0,Copacabana,2.0,3.0,486.0
Entire home/apt,2.0,Laranjeiras,1.0,1.0,136.0
Entire home/apt,6.0,Copacabana,4.0,6.0,743.0
Entire home/apt,4.0,Ipanema,2.0,2.0,2097.0
Entire home/apt,4.0,Copacabana,1.0,2.0,1013.0
Entire home/apt,4.0,Copacabana,1.0,2.0,473.0
Entire home/apt,3.0,Flamengo,2.0,2.0,300.0
Entire home/apt,4.0,Copacabana,1.0,2.0,549.0
Entire home/apt,4.0,Leblon,2.0,2.0,650.0
Private room,1.0,Botafogo,1.0,1.0,60.0
Entire home/apt,6.0,Leme,3.0,5.0,1400.0
Entire home/apt,6.0,Ipanema,2.0,8.0,500.0
Private room,3.0,Recreio dos Bandeirantes,1.0,2.0,169.0
Entire home/apt,4.0,Leblon,1.0,1.0,500.0
Entire home/apt,6.0,Itanhangá,3.0,3.0,964.0
Entire home/apt,2.0,Copacabana,1.0,1.0,118.0
Entire home/apt,2.0,Camorim,1.0,1.0,150.0
Entire home/apt,2.0,Leblon,1.0,2.0,406.0
Entire home/apt,6.0,Ipanema,3.0,1.0,965.0
Entire home/apt,4.0,Botafogo,1.0,2.0,277.0
Entire home/apt,2.0,Copacabana,1.0,1.0,840.0
Entire home/apt,6.0,Botafogo,2.0,3.0,1346.0
Private room,1.0,Botafogo,1.0,1.0,130.0
Entire home/apt,4.0,Copacabana,1.0,3.0,386.0
Entire home/apt,8.0,Ipanema,4.0,4.0,1200.0
Entire home/apt,3.0,Barra da Tijuca,2.0,2.0,430.0
Entire home/apt,5.0,Tijuca,2.0,2.0,221.0
Entire home/apt,4.0,Leblon,2.0,3.0,190.0
Entire home/apt,3.0,Botafogo,1.0,1.0,227.0
Private room,2.0,Leblon,2.0,1.0,1827.0
Entire home/apt,4.0,Ipanema,1.0,2.0,964.0
Entire home/apt,6.0,Recreio dos Bandeirantes,2.0,5.0,660.0
Entire home/apt,2.0,Catete,1.0,2.0,350.0
Entire home/apt,2.0,Ipanema,1.0,1.0,305.0
Private room,3.0,Copacabana,2.0,3.0,291.0
Entire home/apt,4.0,Copacabana,1.0,2.0,886.0
Entire home/apt,2.0,Rio Comprido,1.0,1.0,147.0
Entire home/apt,4.0,Barra da Tijuca,2.0,4.0,886.0
Private room,2.0,Taquara,1.0,2.0,100.0
Private room,2.0,Leblon,1.0,1.0,229.0
Entire home/apt,5.0,Jacarepaguá,3.0,4.0,551.0
Entire home/apt,4.0,Copacabana,1.0,2.0,420.0
Private room,1.0,Copacabana,1.0,8.0,1659.0
Entire home/apt,2.0,Centro,1.0,1.0,221.0
Entire home/apt,4.0,Copacabana,1.0,1.0,386.0
Entire home/apt,4.0,Copacabana,1.0,2.0,411.0
Entire home/apt,4.0,Lagoa,2.0,2.0,299.0
Private room,2.0,Copacabana,1.0,1.0,2187.0
Private room,2.0,Ipanema,1.0,2.0,110.0
Entire home/apt,6.0,Lagoa,3.0,4.0,929.0
Entire home/apt,10.0,Barra da Tijuca,4.0,6.0,2580.0
Entire home/apt,2.0,Senador Vasconcelos,1.0,1.0,80.0
Entire home/apt,5.0,Botafogo,3.0,4.0,400.0
Private room,3.0,Leme,1.0,1.0,321.0
Entire home/apt,3.0,Copacabana,1.0,2.0,283.0
Entire home/apt,4.0,Ipanema,1.0,2.0,390.0
Private room,2.0,Copacabana,1.0,1.0,241.0
Private room,2.0,Botafogo,1.0,1.0,900.0
Entire home/apt,4.0,Copacabana,1.0,2.0,549.0
Entire home/apt,4.0,Copacabana,1.0,2.0,414.0
Entire home/apt,2.0,Ipanema,1.0,1.0,296.0
Private room,2.0,Botafogo,1.0,1.0,150.0
Entire home/apt,2.0,Vidigal,1.0,1.0,111.0
Private room,2.0,Barra da Tijuca,1.0,1.0,120.0
Entire home/apt,4.0,Copacabana,2.0,2.0,1256.0
Private room,2.0,Barra da Tijuca,1.0,1.0,92.0
Entire home/apt,10.0,Joá,6.0,14.0,3000.0
Entire home/apt,4.0,Copacabana,1.0,1.0,1117.0
Private room,2.0,Santa Teresa,1.0,1.0,738.0
Entire home/apt,4.0,Ipanema,2.0,3.0,1741.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,540.0
Entire home/apt,5.0,Camorim,2.0,4.0,350.0
Entire home/apt,3.0,Flamengo,1.0,2.0,176.0
Entire home/apt,6.0,Copacabana,1.0,1.0,694.0
Entire home/apt,4.0,Copacabana,2.0,3.0,421.0
Entire home/apt,6.0,Copacabana,1.0,1.0,564.0
Private room,1.0,Copacabana,1.0,1.0,70.0
Private room,2.0,Barra de Guaratiba,1.0,2.0,150.0
Entire home/apt,6.0,Ipanema,3.0,4.0,800.0
Entire home/apt,6.0,Estácio,1.0,1.0,450.0
Entire home/apt,5.0,Copacabana,1.0,1.0,1064.0
Private room,2.0,Copacabana,1.0,1.0,540.0
Private room,2.0,Ipanema,1.0,1.0,339.0
Private room,2.0,Copacabana,1.0,1.0,349.0
Entire home/apt,4.0,Ipanema,2.0,3.0,2164.0
Private room,6.0,Leme,2.0,3.0,677.0
Entire home/apt,3.0,Ipanema,1.0,3.0,350.0
Entire home/apt,4.0,Leblon,2.0,4.0,621.0
Entire home/apt,6.0,Botafogo,2.0,3.0,671.0
Entire home/apt,8.0,Flamengo,3.0,5.0,600.0
Entire home/apt,8.0,Lagoa,4.0,4.0,470.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,480.0
Private room,2.0,Copacabana,1.0,1.0,120.0
Private room,2.0,Maracanã,1.0,2.0,220.0
Entire home/apt,6.0,Copacabana,2.0,3.0,435.0
Entire home/apt,7.0,Leblon,3.0,4.0,1571.0
Entire home/apt,4.0,Ipanema,1.0,1.0,381.0
Entire home/apt,5.0,Copacabana,4.0,5.0,1018.0
Entire home/apt,7.0,Botafogo,3.0,5.0,590.0
Private room,3.0,Ipanema,3.0,4.0,250.0
Entire home/apt,3.0,Leblon,2.0,2.0,690.0
Entire home/apt,5.0,Botafogo,3.0,3.0,757.0
Entire home/apt,7.0,Copacabana,3.0,3.0,1500.0
Entire home/apt,2.0,Leme,1.0,1.0,186.0
Entire home/apt,3.0,Copacabana,1.0,1.0,280.0
Private room,2.0,Recreio dos Bandeirantes,1.0,3.0,146.0
Entire home/apt,4.0,Flamengo,1.0,1.0,500.0
Entire home/apt,5.0,Copacabana,3.0,3.0,1000.0
Entire home/apt,7.0,Ipanema,3.0,4.0,1500.0
Entire home/apt,5.0,Botafogo,1.0,2.0,589.0
Entire home/apt,2.0,Flamengo,1.0,1.0,88.0
Entire home/apt,4.0,Ipanema,2.0,3.0,723.0
Entire home/apt,7.0,Paquetá,3.0,4.0,971.0
Private room,3.0,Copacabana,1.0,1.0,120.0
Entire home/apt,2.0,Flamengo,1.0,1.0,925.0
Entire home/apt,5.0,Copacabana,2.0,3.0,600.0
Entire home/apt,4.0,Ipanema,2.0,2.0,747.0
Entire home/apt,5.0,Ipanema,2.0,3.0,200.0
Entire home/apt,7.0,Leme,2.0,3.0,710.0
Entire home/apt,4.0,Leblon,1.0,2.0,450.0
Entire home/apt,3.0,Gávea,1.0,1.0,391.0
Entire home/apt,6.0,Jacarepaguá,3.0,3.0,324.0
Entire home/apt,6.0,Tijuca,2.0,3.0,346.0
Entire home/apt,3.0,Copacabana,1.0,2.0,436.0
Entire home/apt,6.0,Botafogo,3.0,4.0,920.0
Private room,2.0,Copacabana,1.0,2.0,2037.0
Entire home/apt,6.0,Barra da Tijuca,4.0,2.0,350.0
Entire home/apt,6.0,Leme,3.0,5.0,628.0
Entire home/apt,6.0,Barra da Tijuca,2.0,3.0,599.0
Entire home/apt,2.0,Camorim,1.0,1.0,563.0
Private room,3.0,Botafogo,1.0,1.0,250.0
Private room,2.0,Botafogo,1.0,1.0,514.0
Entire home/apt,3.0,Centro,1.0,2.0,264.0
Private room,3.0,Ipanema,1.0,2.0,306.0
Entire home/apt,6.0,Santa Teresa,2.0,3.0,413.0
Entire home/apt,5.0,Anchieta,2.0,3.0,300.0
Entire home/apt,2.0,Centro,1.0,1.0,100.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,350.0
Entire home/apt,4.0,Jacarepaguá,3.0,6.0,229.0
Entire home/apt,4.0,Ipanema,2.0,2.0,1063.0
Entire home/apt,8.0,Copacabana,3.0,4.0,2655.0
Entire home/apt,3.0,Santa Teresa,1.0,2.0,320.0
Private room,2.0,Barra da Tijuca,1.0,1.0,500.0
Entire home/apt,5.0,Copacabana,2.0,4.0,562.0
Entire home/apt,4.0,Copacabana,1.0,1.0,321.0
Private room,1.0,Flamengo,1.0,1.0,130.0
Private room,2.0,Vila Isabel,1.0,1.0,120.0
Private room,2.0,Jacarepaguá,1.0,1.0,350.0
Entire home/apt,10.0,Copacabana,1.0,9.0,857.0
Entire home/apt,4.0,Ipanema,2.0,2.0,180.0
Entire home/apt,3.0,Ipanema,1.0,1.0,788.0
Entire home/apt,6.0,Tijuca,3.0,3.0,450.0
Entire home/apt,4.0,Copacabana,1.0,1.0,490.0
Entire home/apt,4.0,Copacabana,1.0,1.0,180.0
Entire home/apt,4.0,Botafogo,1.0,4.0,374.0
Entire home/apt,5.0,Copacabana,2.0,2.0,2600.0
Private room,1.0,Ipanema,1.0,1.0,273.0
Entire home/apt,4.0,Ipanema,2.0,2.0,900.0
Entire home/apt,4.0,Urca,2.0,3.0,393.0
Entire home/apt,6.0,Recreio dos Bandeirantes,3.0,5.0,465.0
Entire home/apt,4.0,Jacarepaguá,2.0,5.0,90.0
Entire home/apt,4.0,Copacabana,1.0,3.0,554.0
Entire home/apt,4.0,Copacabana,2.0,2.0,180.0
Entire home/apt,10.0,Laranjeiras,4.0,8.0,1200.0
Entire home/apt,4.0,Barra da Tijuca,1.0,3.0,424.0
Private room,2.0,Vidigal,1.0,1.0,200.0
Entire home/apt,2.0,Santa Teresa,3.0,5.0,292.0
Private room,3.0,Ipanema,1.0,1.0,157.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,808.0
Entire home/apt,4.0,Copacabana,2.0,4.0,480.0
Entire home/apt,8.0,Barra da Tijuca,3.0,6.0,3199.0
Entire home/apt,6.0,Centro,3.0,5.0,500.0
Entire home/apt,4.0,Copacabana,1.0,3.0,667.0
Entire home/apt,4.0,Copacabana,1.0,3.0,470.0
Private room,1.0,Botafogo,1.0,1.0,104.0
Entire home/apt,10.0,Jacarepaguá,4.0,9.0,700.0
Entire home/apt,2.0,Galeão,1.0,2.0,96.0
Entire home/apt,4.0,Copacabana,1.0,2.0,352.0
Entire home/apt,5.0,Centro,1.0,5.0,275.0
Entire home/apt,4.0,Ipanema,1.0,2.0,1000.0
Entire home/apt,4.0,Leblon,1.0,4.0,1814.0
Private room,6.0,Recreio dos Bandeirantes,3.0,6.0,414.0
Entire home/apt,6.0,Catete,2.0,4.0,503.0
Private room,1.0,Botafogo,1.0,1.0,67.0
Entire home/apt,3.0,Barra de Guaratiba,1.0,2.0,234.0
Private room,2.0,Copacabana,1.0,2.0,169.0
Entire home/apt,4.0,Copacabana,1.0,3.0,800.0
Entire home/apt,2.0,Botafogo,1.0,1.0,586.0
Entire home/apt,5.0,Recreio dos Bandeirantes,2.0,3.0,489.0
Entire home/apt,4.0,Flamengo,1.0,1.0,336.0
Entire home/apt,4.0,Laranjeiras,1.0,3.0,351.0
Entire home/apt,5.0,Leblon,3.0,4.0,846.0
Entire home/apt,3.0,Barra da Tijuca,1.0,2.0,540.0
Entire home/apt,6.0,Copacabana,3.0,5.0,600.0
Entire home/apt,4.0,Botafogo,2.0,2.0,230.0
Private room,2.0,Ipanema,1.0,1.0,273.0
Entire home/apt,2.0,Copacabana,1.0,2.0,329.0
Private room,2.0,Flamengo,1.0,1.0,149.0
Entire home/apt,2.0,Copacabana,1.0,1.0,981.0
Private room,6.0,Barra da Tijuca,2.0,4.0,1000.0
Private room,2.0,Botafogo,1.0,1.0,180.0
Entire home/apt,8.0,Centro,2.0,5.0,379.0
Entire home/apt,5.0,Copacabana,4.0,7.0,850.0
Private room,2.0,Barra da Tijuca,1.0,1.0,307.0
Entire home/apt,8.0,Copacabana,3.0,6.0,3480.0
Entire home/apt,6.0,Botafogo,2.0,3.0,1057.0
Entire home/apt,9.0,Leblon,3.0,4.0,1814.0
Entire home/apt,6.0,Ipanema,3.0,3.0,971.0
Entire home/apt,3.0,Tauá,2.0,2.0,251.0
Private room,2.0,Santa Teresa,1.0,1.0,86.0
Entire home/apt,4.0,Ipanema,2.0,3.0,501.0
Entire home/apt,5.0,Copacabana,3.0,4.0,406.0
Private room,2.0,Leme,1.0,1.0,155.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,373.0
Entire home/apt,4.0,Flamengo,2.0,2.0,750.0
Entire home/apt,4.0,Copacabana,1.0,2.0,557.0
Entire home/apt,6.0,Ipanema,3.0,5.0,1886.0
Private room,1.0,Flamengo,1.0,1.0,85.0
Private room,1.0,São Cristóvão,1.0,1.0,80.0
Entire home/apt,3.0,Santa Teresa,1.0,2.0,196.0
Entire home/apt,4.0,Ipanema,2.0,2.0,693.0
Entire home/apt,8.0,Copacabana,3.0,6.0,1156.0
Entire home/apt,4.0,Leme,2.0,4.0,730.0
Private room,2.0,São Conrado,1.0,1.0,95.0
Entire home/apt,3.0,Ipanema,1.0,1.0,242.0
Private room,1.0,Ipanema,1.0,1.0,323.0
Entire home/apt,4.0,Vargem Grande,1.0,1.0,249.0
Entire home/apt,4.0,Copacabana,1.0,4.0,364.0
Entire home/apt,3.0,Santa Teresa,1.0,3.0,200.0
Entire home/apt,4.0,Camorim,2.0,2.0,437.0
Entire home/apt,2.0,Santa Teresa,1.0,2.0,141.0
Private room,2.0,Jacarepaguá,1.0,2.0,439.0
Entire home/apt,8.0,Copacabana,3.0,6.0,1500.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,2109.0
Entire home/apt,4.0,Copacabana,2.0,3.0,757.0
Entire home/apt,4.0,Ipanema,2.0,3.0,2259.0
Entire home/apt,3.0,Santa Teresa,2.0,3.0,257.0
Entire home/apt,2.0,Copacabana,1.0,1.0,380.0
Entire home/apt,4.0,Leblon,2.0,3.0,2457.0
Entire home/apt,4.0,Ipanema,1.0,2.0,720.0
Entire home/apt,10.0,Ipanema,3.0,5.0,2473.0
Entire home/apt,8.0,Ipanema,3.0,3.0,2395.0
Entire home/apt,5.0,Barra da Tijuca,2.0,2.0,807.0
Entire home/apt,8.0,Copacabana,3.0,5.0,1629.0
Entire home/apt,6.0,Jacarepaguá,3.0,3.0,964.0
Entire home/apt,8.0,Copacabana,2.0,4.0,2350.0
Entire home/apt,6.0,Copacabana,1.0,4.0,220.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,396.0
Private room,2.0,Copacabana,1.0,2.0,286.0
Entire home/apt,5.0,Copacabana,1.0,4.0,616.0
Entire home/apt,4.0,Copacabana,1.0,3.0,1079.0
Entire home/apt,2.0,Copacabana,1.0,1.0,454.0
Entire home/apt,6.0,Copacabana,2.0,3.0,930.0
Entire home/apt,6.0,Copacabana,2.0,4.0,800.0
Private room,2.0,Tijuca,1.0,1.0,329.0
Entire home/apt,9.0,Barra da Tijuca,2.0,2.0,1504.0
Entire home/apt,2.0,Copacabana,1.0,1.0,253.0
Entire home/apt,3.0,Jacarepaguá,1.0,2.0,999.0
Private room,2.0,Ipanema,1.0,1.0,157.0
Entire home/apt,4.0,Recreio dos Bandeirantes,1.0,1.0,743.0
Private room,1.0,Copacabana,1.0,1.0,220.0
Private room,2.0,Copacabana,1.0,1.0,150.0
Entire home/apt,4.0,Centro,2.0,2.0,120.0
Entire home/apt,3.0,Copacabana,1.0,4.0,286.0
Entire home/apt,4.0,Copacabana,1.0,1.0,493.0
Private room,1.0,Botafogo,1.0,1.0,60.0
Private room,2.0,Estácio,1.0,1.0,249.0
Entire home/apt,7.0,Joá,3.0,4.0,2600.0
Private room,2.0,São Conrado,1.0,1.0,250.0
Private room,4.0,Santa Teresa,1.0,3.0,179.0
Entire home/apt,3.0,Copacabana,1.0,2.0,346.0
Entire home/apt,4.0,Recreio dos Bandeirantes,1.0,2.0,187.0
Entire home/apt,10.0,Cosme Velho,3.0,6.0,2986.0
Entire home/apt,5.0,Camorim,2.0,4.0,271.0
Entire home/apt,4.0,Copacabana,2.0,3.0,217.0
Private room,2.0,Copacabana,1.0,1.0,363.0
Private room,2.0,Estácio,1.0,1.0,120.0
Entire home/apt,6.0,Leblon,3.0,4.0,1109.0
Entire home/apt,4.0,Botafogo,2.0,2.0,205.0
Entire home/apt,7.0,Ipanema,3.0,4.0,1713.0
Entire home/apt,3.0,Santa Teresa,1.0,1.0,397.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,356.0
Private room,2.0,Vargem Pequena,1.0,1.0,146.0
Entire home/apt,5.0,Catete,2.0,3.0,450.0
Entire home/apt,10.0,Leblon,5.0,7.0,2000.0
Private room,2.0,Ipanema,1.0,1.0,729.0
Entire home/apt,4.0,Copacabana,1.0,2.0,377.0
Entire home/apt,2.0,Camorim,1.0,1.0,206.0
Entire home/apt,6.0,Jacarepaguá,2.0,6.0,300.0
Entire home/apt,7.0,Jacarepaguá,3.0,6.0,752.0
Entire home/apt,6.0,Leblon,3.0,7.0,1000.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,2.0,317.0
Private room,1.0,Catumbi,1.0,1.0,80.0
Private room,2.0,Laranjeiras,1.0,1.0,79.0
Entire home/apt,5.0,Copacabana,1.0,3.0,506.0
Entire home/apt,5.0,Estácio,3.0,4.0,181.0
Entire home/apt,3.0,Copacabana,1.0,2.0,250.0
Entire home/apt,8.0,Barra da Tijuca,2.0,4.0,650.0
